거래금액	건축년도	년	법정동	아파트	월	일	전용면적	지번	지역코드	층	date
11,000	2013	2018	숭인동	주건축물제1동	9	12	15.76	1392	11110	14	201809
11,000	2013	2018	숭인동	주건축물제1동	9	12	15.76	1392	11110	15	201809
11,000	2013	2018	숭인동	주건축물제1동	9	12	15.42	1392	11110	14	201809
11,000	2013	2018	숭인동	주건축물제1동	9	12	15.42	1392	11110	14	201809
11,000	2013	2018	숭인동	주건축물제1동	9	12	15.76	1392	11110	15	201809
11,000	2013	2018	숭인동	주건축물제1동	9	12	15.76	1392	11110	15	201809
11,000	2013	2018	숭인동	주건축물제1동	9	12	15.76	1392	11110	15	201809
11,000	2013	2018	숭인동	주건축물제1동	9	12	15.76	1392	11110	15	201809
32,000	2014	2018	숭인동	할리우드파크아파트	9	12	69.94	56-135	11110	6	201809
13,500	2012	2018	숭인동	삼전솔하임2차	9	13	16.67	296-19	11110	10	201809
12,500	2013	2018	숭인동	종로동광모닝스카이	9	14	15.855	1421-1	11110	9	201809
12,800	2013	2018	숭인동	종로동광모닝스카이	9	18	15.855	1421-1	11110	14	201809
16,400	2014	2018	숭인동	삼전솔하임4차	9	20	15.93	318-2	11110	17	201809
40,200	1979	2018	숭인동	숭인상가	9	28	80.85	204-11	11110	5	201809
123,000	2017	2018	교남동	경희궁자이(3단지)	9	7	59.855	233	11110	4	201809
197,000	2017	2018	홍파동	경희궁자이(2단지)	9	7	116.938	199	11110	13	201809
160,000	2017	2018	홍파동	경희궁자이(2단지)	9	8	84.99	199	11110	18	201809
125,000	2017	2018	홍파동	경희궁자이(2단지)	9	8	59.855	199	11110	10	201809
190,000	2017	2018	홍파동	경희궁자이(2단지)	9	12	116.986	199	11110	5	201809
75,500	1995	2018	교북동	동아	9	4	99.29	101	11110	4	201809
70,000	1995	2018	교북동	동아	9	5	84.28	101	11110	8	201809
93,000	2017	2018	교북동	경희궁자이(4단지)	9	8	45.879	126	11110	13	201809
34,000	1971	2018	행촌동	대성맨션	9	12	94.94	41-1	11110	7	201809
64,500	2005	2018	평창동	형우럭스빌(33-1)	9	1	103.07	33-1	11110	2	201809
45,000	1996	2018	평창동	일성빌라트	9	4	84.99	145-5	11110	1	201809
71,500	2001	2018	평창동	롯데낙천대	9	8	110.53	72	11110	7	201809
47,000	1998	2018	평창동	삼성	9	8	84.93	596	11110	7	201809
52,500	1998	2018	신영동	대아파크빌	9	12	84.84	254	11110	8	201809
64,990	2000	2018	무악동	현대	9	1	60	82	11110	11	201809
85,800	2015	2018	무악동	인왕산2차아이파크	9	6	84.0284	88	11110	1	201809
84,590	2000	2018	무악동	현대	9	8	84.92	82	11110	6	201809
105,000	2008	2018	무악동	인왕산아이파크	9	10	114.931	60	11110	1	201809
64,490	2000	2018	무악동	현대	9	17	60	82	11110	7	201809
68,990	2000	2018	무악동	현대	9	27	60	82	11110	17	201809
130,000	2008	2018	무악동	인왕산아이파크	9	27	114.931	60	11110	12	201809
