거래금액	건축년도	년	법정동	아파트	월	일	전용면적	지번	지역코드	층	date
54,000	2008	2018	숭인동	종로센트레빌	2	1	59.92	2-1	11110	8	201802
56,000	2009	2018	숭인동	종로청계힐스테이트	2	1	59.9426	766	11110	4	201802
35,700	1979	2018	숭인동	숭인상가	2	1	78.75	204-11	11110	8	201802
57,000	2009	2018	숭인동	종로청계힐스테이트	2	2	59.9426	766	11110	13	201802
57,000	2009	2018	숭인동	종로청계힐스테이트	2	3	59.9426	766	11110	8	201802
13,400	2012	2018	숭인동	삼전솔하임2차	2	5	16.67	296-19	11110	6	201802
35,000	1979	2018	숭인동	숭인상가	2	6	80.85	204-11	11110	8	201802
57,000	2009	2018	숭인동	종로청계힐스테이트	2	7	59.9426	766	11110	13	201802
13,800	2013	2018	숭인동	종로중흥S클래스	2	7	19.466	202-3	11110	13	201802
13,800	2014	2018	숭인동	삼전솔하임4차	2	10	15.09	318-2	11110	10	201802
60,000	2009	2018	숭인동	종로청계힐스테이트	2	10	59.9426	766	11110	11	201802
61,000	2008	2018	숭인동	종로센트레빌	2	12	84.92	2-1	11110	7	201802
13,600	2014	2018	숭인동	삼전솔하임4차	2	14	15.09	318-2	11110	14	201802
13,800	2014	2018	숭인동	삼전솔하임4차	2	20	15.09	318-2	11110	10	201802
68,000	2004	2018	숭인동	롯데캐슬천지인	2	20	112.54	76	11110	4	201802
12,800	2013	2018	숭인동	종로동광모닝스카이	2	26	15.855	1421-1	11110	15	201802
60,000	2008	2018	숭인동	종로센트레빌	2	27	84.92	2-1	11110	7	201802
12,500	2014	2018	숭인동	숭인한양LEEPS	2	27	12.78	1421-2	11110	11	201802
56,800	1995	2018	교북동	동아	2	12	84.28	101	11110	10	201802
73,000	2001	2018	평창동	롯데낙천대	2	2	133.34	72	11110	3	201802
89,900	2004	2018	평창동	벽산블루밍평창힐스	2	14	150.94	45	11110	4	201802
103,000	2004	2018	평창동	벽산블루밍평창힐스	2	23	209.98	45	11110	1	201802
90,000	2002	2018	평창동	노블레스빌	2	23	169.75	155-1	11110	7	201802
200,000	2009	2018	평창동	롯데캐슬 로잔	2	26	239.484	108	11110	6	201802
133,000	2009	2018	평창동	롯데캐슬 로잔	2	26	190.743	108	11110	2	201802
115,000	2008	2018	무악동	인왕산아이파크	2	3	157.289	60	11110	2	201802
79,990	2000	2018	무악동	현대	2	3	114.9	82	11110	5	201802
47,000	2000	2018	무악동	현대	2	4	60	82	11110	2	201802
77,000	2015	2018	무악동	인왕산2차아이파크	2	5	84.2395	88	11110	15	201802
80,990	2000	2018	무악동	현대	2	8	114.9	82	11110	4	201802
79,900	2015	2018	무악동	인왕산2차아이파크	2	10	84.748	88	11110	13	201802
95,000	2008	2018	무악동	인왕산아이파크	2	10	114.931	60	11110	6	201802
84,000	2008	2018	무악동	인왕산아이파크	2	11	84.858	60	11110	12	201802
80,000	2008	2018	무악동	인왕산아이파크	2	12	84.858	60	11110	16	201802
70,000	2008	2018	무악동	인왕산아이파크	2	14	84.858	60	11110	1	201802
81,990	2000	2018	무악동	현대	2	19	114.9	82	11110	6	201802
81,000	2008	2018	무악동	인왕산아이파크	2	20	114.931	60	11110	8	201802
65,800	2008	2018	무악동	인왕산아이파크	2	21	59.993	60	11110	1	201802
73,490	2000	2018	무악동	현대	2	24	114.9	82	11110	8	201802
72,600	2000	2018	무악동	현대	2	25	84.92	82	11110	13	201802
81,500	2008	2018	무악동	인왕산아이파크	2	26	84.858	60	11110	4	201802
