거래금액	건축년도	년	법정동	아파트	월	일	전용면적	지번	지역코드	층	date
103,000	2008	2018	사직동	광화문풍림스페이스본(101동~105동)	8	4	94.51	9	11110	10	201808
133,000	2008	2018	사직동	광화문풍림스페이스본(101동~105동)	8	9	159.01	9	11110	14	201808
104,000	2008	2018	사직동	광화문풍림스페이스본(101동~105동)	8	13	121.37	9	11110	11	201808
119,000	2008	2018	사직동	광화문풍림스페이스본(101동~105동)	8	13	131.44	9	11110	8	201808
133,000	2008	2018	사직동	광화문풍림스페이스본(101동~105동)	8	24	158.99	9	11110	8	201808
129,000	2008	2018	사직동	광화문풍림스페이스본(101동~105동)	8	25	146.92	9	11110	13	201808
130,000	2008	2018	사직동	광화문풍림스페이스본(106동)	8	25	150.4	9-1	11110	6	201808
110,000	2008	2018	사직동	광화문풍림스페이스본(101동~105동)	8	29	151.81	9	11110	5	201808
170,000	2008	2018	사직동	광화문풍림스페이스본(106동)	8	31	153.42	9-1	11110	10	201808
39,500	1981	2018	당주동	롯데미도파광화문빌딩	8	15	65.79	145	11110	8	201808
133,000	2004	2018	내수동	경희궁의아침3단지	8	3	150.48	72	11110	3	201808
140,000	2004	2018	내수동	경희궁의아침4단지	8	28	150.77	73	11110	8	201808
140,000	2004	2018	내수동	경희궁의아침3단지	8	29	150.48	72	11110	7	201808
49,000	1981	2018	신문로1가	신문로맨션	8	22	81.28	238	11110	8	201808
98,000	2008	2018	견지동	대성스카이렉스	8	23	149.72	110	11110	6	201808
98,000	2008	2018	견지동	대성스카이렉스	8	28	149.72	110	11110	6	201808
99,500	2008	2018	견지동	대성스카이렉스	8	30	149.8	110	11110	13	201808
60,000	2006	2018	인의동	효성쥬얼리시티	8	24	84.7	48-2	11110	16	201808
19,000	2014	2018	연건동	이화에수풀	8	7	16.98	195-10	11110	9	201808
18,900	2014	2018	연건동	이화에수풀	8	22	16.98	195-10	11110	13	201808
40,000	1993	2018	창신동	창신쌍용2	8	2	64.66	703	11110	3	201808
53,500	1993	2018	창신동	창신쌍용2	8	4	106.62	703	11110	14	201808
43,000	1992	2018	창신동	창신쌍용1	8	6	54.7	702	11110	8	201808
58,000	1992	2018	창신동	창신쌍용1	8	11	106.62	702	11110	4	201808
37,800	1993	2018	창신동	창신쌍용2	8	12	64.66	703	11110	1	201808
57,000	1993	2018	창신동	창신쌍용2	8	15	106.62	703	11110	4	201808
20,000	1994	2018	창신동	창림	8	15	58.62	639-20	11110	3	201808
56,500	1993	2018	창신동	창신쌍용2	8	18	115.53	703	11110	10	201808
59,700	1992	2018	창신동	창신쌍용1	8	18	106.62	702	11110	12	201808
40,500	1993	2018	창신동	창신쌍용2	8	19	64.66	703	11110	2	201808
53,500	1992	2018	창신동	창신쌍용1	8	20	79.87	702	11110	14	201808
52,900	1992	2018	창신동	창신쌍용1	8	21	79.87	702	11110	5	201808
42,800	1992	2018	창신동	창신쌍용1	8	21	54.7	702	11110	6	201808
40,500	1992	2018	창신동	창신쌍용1	8	23	54.7	702	11110	2	201808
53,000	1992	2018	창신동	창신쌍용1	8	23	79.87	702	11110	11	201808
39,500	1993	2018	창신동	창신쌍용2	8	25	54.7	703	11110	13	201808
38,000	1993	2018	창신동	창신쌍용2	8	25	54.7	703	11110	1	201808
60,000	1993	2018	창신동	창신쌍용2	8	26	106.62	703	11110	8	201808
55,500	1993	2018	창신동	창신쌍용2	8	27	106.62	703	11110	3	201808
61,200	2006	2018	창신동	브라운스톤창신	8	29	84.81	23-76	11110	15	201808
70,000	1999	2018	창신동	두산	8	30	84.9	232	11110	18	201808
53,700	1993	2018	창신동	창신쌍용2	8	31	106.62	703	11110	12	201808
60,000	1992	2018	창신동	창신쌍용1	8	31	106.62	702	11110	13	201808
79,900	2004	2018	숭인동	롯데캐슬천지인	8	1	111.73	76	11110	20	201808
79,700	2008	2018	숭인동	종로센트레빌	8	3	114.67	2-1	11110	1	201808
68,000	2009	2018	숭인동	종로청계힐스테이트	8	4	84.9478	766	11110	2	201808
28,800	2000	2018	숭인동	주숭보아파트	8	4	59.9	535	11110	6	201808
13,500	2013	2018	숭인동	종로중흥S클래스	8	10	17.811	202-3	11110	14	201808
13,600	2014	2018	숭인동	삼전솔하임4차	8	13	15.09	318-2	11110	14	201808
33,300	2014	2018	숭인동	할리우드파크아파트	8	19	75.25	56-135	11110	4	201808
70,500	2009	2018	숭인동	종로청계힐스테이트	8	20	84.9478	766	11110	16	201808
72,000	2009	2018	숭인동	종로청계힐스테이트	8	20	84.9478	766	11110	9	201808
26,700	2000	2018	숭인동	숭인동 105동 (569-3)	8	21	59.74	569-3	11110	7	201808
12,300	2013	2018	숭인동	종로아인스빌	8	21	12.15	1392-1	11110	13	201808
11,000	2013	2018	숭인동	주건축물제1동	8	23	15.76	1392	11110	12	201808
11,000	2013	2018	숭인동	주건축물제1동	8	23	14.48	1392	11110	12	201808
11,000	2013	2018	숭인동	주건축물제1동	8	23	14.48	1392	11110	12	201808
11,000	2013	2018	숭인동	주건축물제1동	8	23	15.76	1392	11110	12	201808
11,000	2013	2018	숭인동	주건축물제1동	8	23	15.76	1392	11110	12	201808
11,000	2013	2018	숭인동	주건축물제1동	8	23	15.76	1392	11110	12	201808
11,000	2013	2018	숭인동	주건축물제1동	8	23	15.76	1392	11110	12	201808
11,000	2013	2018	숭인동	주건축물제1동	8	23	15.42	1392	11110	12	201808
11,000	2013	2018	숭인동	주건축물제1동	8	23	15.76	1392	11110	12	201808
11,000	2013	2018	숭인동	주건축물제1동	8	23	15.42	1392	11110	12	201808
33,300	2014	2018	숭인동	할리우드파크아파트	8	25	69.94	56-135	11110	3	201808
70,000	2008	2018	숭인동	종로센트레빌	8	25	59.92	2-1	11110	7	201808
85,000	2008	2018	숭인동	종로센트레빌	8	26	114.67	2-1	11110	3	201808
64,500	2009	2018	숭인동	종로청계힐스테이트	8	29	59.9426	766	11110	10	201808
33,500	2014	2018	숭인동	할리우드파크아파트	8	29	69.94	56-135	11110	2	201808
64,800	2009	2018	숭인동	종로청계힐스테이트	8	31	59.9426	766	11110	3	201808
23,500	1997	2018	숭인동	오성	8	31	56.66	888	11110	3	201808
78,000	2008	2018	숭인동	종로센트레빌	8	31	84.92	2-1	11110	3	201808
136,000	2017	2018	교남동	경희궁자이(2단지)	8	4	84.836	199	11110	9	201808
115,000	2017	2018	교남동	경희궁자이(3단지)	8	10	59.855	233	11110	6	201808
139,000	2017	2018	홍파동	경희궁자이(2단지)	8	22	84.614	199	11110	9	201808
118,500	2017	2018	홍파동	경희궁자이(2단지)	8	25	59.855	199	11110	5	201808
54,500	1995	2018	교북동	동아	8	11	59.98	101	11110	2	201808
32,000	1971	2018	행촌동	대성맨션	8	23	94.94	41-1	11110	2	201808
134,000	2004	2018	평창동	벽산블루밍평창힐스	8	9	210.53	45	11110	2	201808
59,900	2004	2018	평창동	에지앙빌	8	19	83.7	179-5	11110	1	201808
45,000	1998	2018	평창동	삼성	8	23	84.93	596	11110	2	201808
80,000	2001	2018	평창동	롯데낙천대	8	25	110.53	72	11110	12	201808
104,000	2004	2018	평창동	벽산블루밍평창힐스	8	28	150.94	45	11110	3	201808
29,900	1998	2018	신영동	대아파크빌	8	15	59.22	254	11110	12	201808
92,000	2008	2018	무악동	인왕산아이파크	8	1	84.858	60	11110	9	201808
84,990	2000	2018	무악동	현대	8	2	114.9	82	11110	6	201808
94,500	2008	2018	무악동	인왕산아이파크	8	2	84.858	60	11110	13	201808
