거래금액	건축년도	년	법정동	아파트	월	일	전용면적	지번	지역코드	층	date
90,000	2008	2018	무악동	인왕산아이파크	8	3	84.858	60	11110	8	201808
98,000	2008	2018	무악동	인왕산아이파크	8	3	114.931	60	11110	5	201808
90,900	2000	2018	무악동	현대	8	4	114.9	82	11110	12	201808
90,000	2008	2018	무악동	인왕산아이파크	8	4	84.858	60	11110	3	201808
87,490	2000	2018	무악동	현대	8	6	114.9	82	11110	10	201808
84,000	2008	2018	무악동	인왕산아이파크	8	7	84.858	60	11110	3	201808
84,000	2000	2018	무악동	현대	8	7	114.9	82	11110	2	201808
82,000	2015	2018	무악동	인왕산2차아이파크	8	8	84.4924	88	11110	6	201808
103,500	2008	2018	무악동	인왕산아이파크	8	10	114.931	60	11110	4	201808
82,490	2000	2018	무악동	현대	8	14	114.9	82	11110	3	201808
82,700	2015	2018	무악동	인왕산2차아이파크	8	16	84.0284	88	11110	1	201808
110,000	2008	2018	무악동	인왕산아이파크	8	16	114.931	60	11110	10	201808
96,000	2008	2018	무악동	인왕산아이파크	8	18	84.858	60	11110	11	201808
77,000	2008	2018	무악동	인왕산아이파크	8	18	59.993	60	11110	2	201808
75,000	2008	2018	무악동	인왕산아이파크	8	20	59.993	60	11110	1	201808
89,990	2000	2018	무악동	현대	8	21	114.9	82	11110	6	201808
84,500	2015	2018	무악동	인왕산2차아이파크	8	22	84.2427	88	11110	10	201808
82,490	2000	2018	무악동	현대	8	23	114.9	82	11110	1	201808
127,000	2008	2018	무악동	인왕산아이파크	8	24	157.289	60	11110	5	201808
105,000	2008	2018	무악동	인왕산아이파크	8	25	84.858	60	11110	10	201808
94,990	2000	2018	무악동	현대	8	25	114.9	82	11110	3	201808
98,000	2008	2018	무악동	인왕산아이파크	8	27	114.931	60	11110	1	201808
90,000	2015	2018	무악동	인왕산2차아이파크	8	28	84.0284	88	11110	16	201808
88,000	2008	2018	무악동	인왕산아이파크	8	28	84.858	60	11110	15	201808
92,200	2000	2018	무악동	현대	8	29	114.9	82	11110	13	201808
